train_loss,epoch,step,val_loss,val_acc,train_acc,test_acc
0.7547475695610046,0,49,,,,
0.7018314599990845,0,99,,,,
0.7295582294464111,0,149,,,,
0.7876204252243042,0,199,,,,
0.7027806639671326,0,249,,,,
0.6536074876785278,0,299,,,,
0.6444929838180542,0,349,,,,
0.770855188369751,0,399,,,,
0.8425410985946655,0,449,,,,
,0,449,0.7665260434150696,0.42250001430511475,,
,0,449,,,0.42597222328186035,
0.6264575719833374,1,499,,,,
0.6293400526046753,1,549,,,,
0.5505667924880981,1,599,,,,
0.5621781945228577,1,649,,,,
0.42280033230781555,1,699,,,,
0.5722718238830566,1,749,,,,
0.515764594078064,1,799,,,,
0.6047475934028625,1,849,,,,
0.5896481871604919,1,899,,,,
,1,899,0.5691006183624268,0.6987500190734863,,
,1,899,,,0.6774305701255798,
0.5705524682998657,2,949,,,,
0.46994051337242126,2,999,,,,
0.6603994369506836,2,1049,,,,
0.5700008869171143,2,1099,,,,
0.5527297854423523,2,1149,,,,
0.6405605673789978,2,1199,,,,
0.5664349794387817,2,1249,,,,
0.379869669675827,2,1299,,,,
0.49080002307891846,2,1349,,,,
,2,1349,0.5136720538139343,0.7475000023841858,,
,2,1349,,,0.7413194179534912,
0.37151992321014404,3,1399,,,,
0.4247388243675232,3,1449,,,,
0.6084691286087036,3,1499,,,,
0.3873833417892456,3,1549,,,,
0.6827374696731567,3,1599,,,,
0.28734496235847473,3,1649,,,,
0.2515416443347931,3,1699,,,,
0.3824349045753479,3,1749,,,,
0.3164621889591217,3,1799,,,,
,3,1799,0.4615924060344696,0.7900000214576721,,
,3,1799,,,0.7772916555404663,
0.5879399180412292,4,1849,,,,
0.32942110300064087,4,1899,,,,
0.5679490566253662,4,1949,,,,
0.3398551344871521,4,1999,,,,
0.38577985763549805,4,2049,,,,
0.5082155466079712,4,2099,,,,
0.5874407887458801,4,2149,,,,
0.3377671241760254,4,2199,,,,
0.4003567695617676,4,2249,,,,
,4,2249,0.4472752511501312,0.7931249737739563,,
,4,2249,,,0.7968055605888367,
0.28388428688049316,5,2299,,,,
0.3686911165714264,5,2349,,,,
0.41391676664352417,5,2399,,,,
0.6424901485443115,5,2449,,,,
0.4482848346233368,5,2499,,,,
0.7545363306999207,5,2549,,,,
0.40648603439331055,5,2599,,,,
0.38837137818336487,5,2649,,,,
0.394670695066452,5,2699,,,,
,5,2699,0.4384145736694336,0.809374988079071,,
,5,2699,,,0.8179166913032532,
0.40936699509620667,6,2749,,,,
0.48884642124176025,6,2799,,,,
0.3246438503265381,6,2849,,,,
0.41221877932548523,6,2899,,,,
0.3516891300678253,6,2949,,,,
0.4168957471847534,6,2999,,,,
0.5054400563240051,6,3049,,,,
0.41966480016708374,6,3099,,,,
0.3241928219795227,6,3149,,,,
,6,3149,0.40805596113204956,0.8224999904632568,,
,6,3149,,,0.8292360901832581,
0.38194623589515686,7,3199,,,,
0.4104277193546295,7,3249,,,,
0.4758938252925873,7,3299,,,,
0.3593329191207886,7,3349,,,,
0.3273988366127014,7,3399,,,,
0.24881254136562347,7,3449,,,,
0.32655075192451477,7,3499,,,,
0.3434397876262665,7,3549,,,,
0.37661612033843994,7,3599,,,,
,7,3599,0.39825135469436646,0.831250011920929,,
,7,3599,,,0.8360416889190674,
0.37819597125053406,8,3649,,,,
0.6338562369346619,8,3699,,,,
0.3888011574745178,8,3749,,,,
0.3244576156139374,8,3799,,,,
0.40877750515937805,8,3849,,,,
0.585737943649292,8,3899,,,,
0.4571532607078552,8,3949,,,,
0.35809603333473206,8,3999,,,,
0.3059762120246887,8,4049,,,,
,8,4049,0.36427706480026245,0.846875011920929,,
,8,4049,,,0.847569465637207,
0.4078642725944519,9,4099,,,,
0.40550509095191956,9,4149,,,,
0.5904970169067383,9,4199,,,,
0.34425151348114014,9,4249,,,,
0.1823546141386032,9,4299,,,,
0.43693092465400696,9,4349,,,,
0.3392093777656555,9,4399,,,,
0.45544934272766113,9,4449,,,,
0.5009114742279053,9,4499,,,,
,9,4499,0.3995746970176697,0.8224999904632568,,
,9,4499,,,0.850902795791626,
0.35536783933639526,10,4549,,,,
0.3164285123348236,10,4599,,,,
0.6498147249221802,10,4649,,,,
0.5903826355934143,10,4699,,,,
0.2889690697193146,10,4749,,,,
0.6281338930130005,10,4799,,,,
0.1393047571182251,10,4849,,,,
0.3789622187614441,10,4899,,,,
0.2821764349937439,10,4949,,,,
,10,4949,0.343689888715744,0.8681250214576721,,
,10,4949,,,0.8609027862548828,
0.3188309371471405,11,4999,,,,
0.2665770947933197,11,5049,,,,
0.3415854871273041,11,5099,,,,
0.21647465229034424,11,5149,,,,
0.4254154562950134,11,5199,,,,
0.24691003561019897,11,5249,,,,
0.4209275245666504,11,5299,,,,
0.41107699275016785,11,5349,,,,
0.17178335785865784,11,5399,,,,
,11,5399,0.35366466641426086,0.856249988079071,,
,11,5399,,,0.8690277934074402,
0.41951707005500793,12,5449,,,,
0.1520613580942154,12,5499,,,,
0.2782618999481201,12,5549,,,,
0.48817524313926697,12,5599,,,,
0.4980713725090027,12,5649,,,,
0.23781731724739075,12,5699,,,,
0.23763558268547058,12,5749,,,,
0.36474770307540894,12,5799,,,,
0.4409751296043396,12,5849,,,,
,12,5849,0.34634122252464294,0.859375,,
,12,5849,,,0.8772916793823242,
0.27782562375068665,13,5899,,,,
0.2965709865093231,13,5949,,,,
0.31014513969421387,13,5999,,,,
0.5000404715538025,13,6049,,,,
0.20527806878089905,13,6099,,,,
0.19128115475177765,13,6149,,,,
0.10055746138095856,13,6199,,,,
0.34201779961586,13,6249,,,,
0.29497408866882324,13,6299,,,,
,13,6299,0.3811056613922119,0.8512499928474426,,
,13,6299,,,0.8772916793823242,
0.3037174344062805,14,6349,,,,
0.4416210353374481,14,6399,,,,
0.5947644710540771,14,6449,,,,
0.30820685625076294,14,6499,,,,
